Idx	Chinese	Pinyin	English	Status
1212	犹豫	yóuyù	hesitate	Learnt
1213	油腻	yóunì	greasy	Incorrect
1214	疣	yóu	wart	Learnt
1215	幼儿期	yòurqī	early childhood	Incorrect
1216	诱因	yòuyīn	cause	Incorrect
1217	瘀斑	yūbān	ecchymosis	
1218	瘀点	yū diǎn	Petechiae	
1219	预防	yùfáng	prevention	Incorrect
1220	预期	yùqī	expected	
1221	预先	yùxiān	advance	Learnt
1222	原代细胞	yuándài xìbāo	Primary cells	Learnt
1223	原发病灶	yuánfā bìngzào	primary lesion	Learnt
1224	原发性	yuánfāxìng	primary	Incorrect
1225	原则	yuánzé	in principle	Incorrect
1226	远视	yuǎnshì	hyperopia	
1227	月经初潮	yuèjīng chūcháo	Menarche	
1228	月经史	yuèjīng shǐ	menstrual history	Incorrect
1229	晕厥	yūnjué	syncope	Incorrect
1230	孕激素	yùnjīsù	progesterone	Learnt
1231	杂音	záyīn	murmur	Learnt
1232	再灌注	zài guànzhù	reperfusion	Incorrect
1233	再燃	zàirán	Reburn	Learnt
1234	再植	zàizhí	Replant	Learnt
1235	暂停	zàntíng	pause	Incorrect
1236	早产	zǎochǎn	premature birth	Learnt
1237	早期	zǎoqī	early	Incorrect
1238	早孕	zǎoyùn	early pregnancy	
1239	造成	zàochéng	cause	Incorrect
1240	造影	zàoyǐng	contrast	Incorrect
1241	择期手术	zéqī shǒushù	elective surgery	Incorrect
1242	增殖期	zēngzhí qī	proliferation phase	Learnt
1243	粘连	zhānlián	Adhesion	Learnt
1244	占位效应	zhànwèi xiàoyìng	mass effect	Incorrect
1245	掌握	zhǎngwò	master	Learnt
1246	障碍	zhàngài	obstacle	Learnt
1247	照射	zhàoshè	to irradiate	Incorrect
1248	折磨	zhémó	torment	Learnt
1249	着凉	zháoliáng	catch a cold	
1250	真菌	zhēnjūn	fungus	
1251	诊断	zhěnduàn	diagnosis	
1252	诊室	zhěnshì	consulting room	Learnt
1253	枕叶	zhěnyè	occipital lobe	
1254	震颤	zhènchàn	Tremor	Learnt
1255	镇定	zhèndìng	calm down	
1256	镇静药	zhènjìngyào	sedatives	Incorrect
1257	镇痛药	zhèntòngyào	analgesics	Learnt
1258	征求	zhēngqiú	seek	Learnt
1259	正常菌群	zhèngcháng jūnqún	normal flora	Incorrect
1260	正畸学	zhèngjī xué	Orthodontics	Incorrect
1261	证件	zhèngjiàn	documents	Incorrect
1262	症状	zhèngzhuàng	symptom	Incorrect
1263	支气管	zhīqìguǎn	Bronchus	Learnt
1264	支原体	zhīyuántǐ	Mycoplasma	Incorrect
1265	知觉	zhījué	perception	Learnt
1266	脂蛋白	zhīdànbái	lipoprotein	
1267	脂肪	zhīfáng	Fat	Learnt
1268	蜘蛛痣	zhīzhūzhì	Spider naevi	Incorrect
1269	直肠	zhícháng	rectum	Incorrect
1270	直径	zhíjìng	diameter	Learnt
1271	植皮术	zhípí shù	skin grafting	
1272	止痛	zhǐtòng	pain relief	
1273	止血	zhǐxuè	stop bleeding	Learnt
1274	指标	zhǐbiāo	index	Incorrect
1275	指导	zhǐdǎo	guide	Learnt
1276	指骨	zhǐgǔ	phalanx	
1277	指甲	zhǐjia	nail	Learnt
1278	指检	zhǐjiǎn	Finger check	
1279	指数	zhǐshù	index	Incorrect
1280	指征	zhǐzhēng	indication	Learnt
1281	治疗	zhìliáo	treat	Learnt
1282	痔	zhì	hemorrhoid	
1283	窒息	zhìxī	asphyxia	Learnt
1284	中耳	zhōngěr	middle ear	
1285	中脑	zhōngnǎo	midbrain	Incorrect
1286	中毒	zhòngdú	poisoned	Learnt
1287	中暑	zhòngshǔ	heat stroke	Incorrect
1288	终身	zhōngshēn	lifelong	Learnt
1289	终止	zhōngzhǐ	termination	
1290	肿块	zhǒngkuài	lump	Learnt
1291	肿瘤	zhǒngliú	the tumor	Learnt
1292	肿胀	zhǒngzhàng	swelling	Incorrect
1293	舟状腹	zhōuzhuàngfù	Scaphoid	Learnt
1294	周期	zhōuqī	cycle	Learnt
1295	轴突	zhóutū	axon	Incorrect
1296	肘关节	zhǒuguānjié	Elbow	Learnt
1297	皱纹	zhòuwén	wrinkle	Learnt
1298	侏儒症	zhūrúzhèng	Dwarfism	Learnt
1299	主动脉瓣	zhǔdòngmàibàn	aortic valve	Learnt
1300	主诉	zhǔsù	chief complaint	
1301	注射	zhùshè	injection	
1302	专家	zhuānjiā	expert	Learnt
1303	转移	zhuǎnyí	transfer	Learnt
1304	状况	zhuàngkuàng	situation	Learnt
1305	状态	zhuàngtài	state	Learnt
1306	椎骨	zhuīgǔ	vertebra	
1307	椎管	zhuīguǎn	spinal canal	Incorrect
1308	锥体	zhuītǐ	cone	
1309	浊音	zhuóyīn	voiced sound	
1310	着床	zhuóchuáng	implantation	Incorrect
1311	子宫复旧	zǐgōng fùjiù	Uterine involution	Learnt
1312	子宫肌瘤	zǐgōng jīliú	Uterine fibroids	
1313	子痫前期	zixián qiánqī	Preeclampsia	
1314	紫癜	zǐdiàn	Purpura	Learnt
1315	自发性	zìfāxìng	spontaneity	
1316	自理	zìlǐ	Take care of yourself	Incorrect
1317	自由	zìyóu	free	
1318	自愈	zìyù	self-healing	Learnt
1319	自主	zìzhǔ	independent	Learnt
1320	综合征	zōnghézhēng	syndrome	Learnt
1321	总蛋白	zǒng dànbái	Total protein	Incorrect
1322	纵隔	zònggé	Mediastinum	Incorrect
1323	足部	zúbù	foot	Learnt
1324	足弓	zúgōng	arch of foot	
1325	足月儿	zúyuèr	Full-term baby	Learnt
1326	组成	zǔchéng	composition	Learnt
1327	遵循	zūnxún	follow	Incorrect
1328	作息	zuòxī	work and rest	Learnt
1329	坐高	zuògāo	Sitting height	Learnt
